课程代码,课程名称,课程英文名称,课程性质,开课学院,任课老师,学分,起止周,上课地点,上课时间,班级
PED203,排球2,,体育项目,体育学院,方威,1.0,1-17,晨曦排球场,"周三第1,2节{第1-17周}",体育课
PED203,排球2,,体育项目,体育学院,李铸,1.0,1-17,晨曦排球场,"周三第1,2节{第1-17周}",体育课
PED203,排球2,,体育项目,体育学院,杨淑仪,1.0,1-17,晨曦排球场,"周二第1,2节{第1-17周}",体育课
PED203,排球2,,体育项目,体育学院,杨淑仪,1.0,1-17,晨曦排球场,"周二第3,4节{第1-17周}",体育课
PED203,排球2,,体育项目,体育学院,杨淑仪,1.0,1-17,晨曦排球场,"周一第3,4节{第1-17周}",体育课
PED203,排球2,,体育项目,体育学院,杨淑仪,1.0,1-17,晨曦排球场,"周一第6,7节{第1-17周}",体育课
PED203,排球2,,体育项目,体育学院,杨淑仪,1.0,1-17,晨曦排球场,"周一第8,9节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,方威,1.0,1-17,晨曦排球场,"周三第3,4节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,方威,1.0,1-17,晨曦排球场,"周三第6,7节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,方威,1.0,1-17,晨曦排球场,"周三第8,9节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,李铸,1.0,1-17,晨曦排球场,"周三第3,4节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,李铸,1.0,1-17,晨曦排球场,"周三第8,9节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,李铸,1.0,1-17,晨曦排球场,"周五第1,2节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,李铸,1.0,1-17,晨曦排球场,"周五第3,4节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,李铸,1.0,1-17,晨曦排球场,"周五第6,7节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,李铸,1.0,1-17,晨曦排球场,"周五第8,9节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,杨淑仪,1.0,1-17,晨曦排球场,"周五第6,7节{第1-17周}",体育课
PED403,排球4,,体育项目,体育学院,杨淑仪,1.0,1-17,晨曦排球场,"周五第8,9节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,黄道名,1.0,1-17,体育部一楼乒乓球室,"周二第1,2节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,黄道名,1.0,1-17,体育部一楼乒乓球室,"周二第3,4节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,黄道名,1.0,1-17,体育部一楼乒乓球室,"周一第3,4节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,黄道名,1.0,1-17,体育部一楼乒乓球室,"周一第6,7节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,黄道名,1.0,1-17,体育部一楼乒乓球室,"周一第8,9节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,张易,1.0,1-17,体育部一楼乒乓球室,"周二第1,2节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,张易,1.0,1-17,体育部一楼乒乓球室,"周二第3,4节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,张易,1.0,1-17,体育部一楼乒乓球室,"周一第3,4节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,张易,1.0,1-17,体育部一楼乒乓球室,"周一第6,7节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,张易,1.0,1-17,体育部一楼乒乓球室,"周一第8,9节{第1-17周}",体育课
PED205,乒乓球2,,体育项目,体育学院,闫铭辉,1.0,1-17,体育部一楼乒乓球室,"周三第1,2节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,李书睿,1.0,1-17,体育部一楼乒乓球室,"周三第3,4节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,李书睿,1.0,1-17,体育部一楼乒乓球室,"周三第6,7节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,李书睿,1.0,1-17,体育部一楼乒乓球室,"周三第8,9节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,李书睿,1.0,1-17,体育部一楼乒乓球室,"周五第1,2节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,李书睿,1.0,1-17,体育部一楼乒乓球室,"周五第3,4节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,李书睿,1.0,1-17,体育部一楼乒乓球室,"周五第6,7节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,李书睿,1.0,1-17,体育部一楼乒乓球室,"周五第8,9节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,闫铭辉,1.0,1-17,体育部一楼乒乓球室,"周三第3,4节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,闫铭辉,1.0,1-17,体育部一楼乒乓球室,"周三第6,7节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,闫铭辉,1.0,1-17,体育部一楼乒乓球室,"周三第8,9节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,闫铭辉,1.0,1-17,体育部一楼乒乓球室,"周五第3,4节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,闫铭辉,1.0,1-17,体育部一楼乒乓球室,"周五第6,7节{第1-17周}",体育课
PED405,乒乓球4,,体育项目,体育学院,闫铭辉,1.0,1-17,体育部一楼乒乓球室,"周五第8,9节{第1-17周}",体育课
PED220,散打2,,体育项目,体育学院,徐艳艳,1.0,1-17,晨曦运动场东侧,"周一第3,4节{第1-17周}",体育课
PED220,散打2,,体育项目,体育学院,徐艳艳,1.0,1-17,晨曦运动场东侧,"周一第6,7节{第1-17周}",体育课
PED220,散打2,,体育项目,体育学院,徐艳艳,1.0,1-17,晨曦运动场东侧,"周一第8,9节{第1-17周}",体育课
PED420,散打4,,体育项目,体育学院,徐艳艳,1.0,1-17,晨曦运动场东侧,"周五第1,2节{第1-17周}",体育课
PED420,散打4,,体育项目,体育学院,徐艳艳,1.0,1-17,晨曦运动场东侧,"周五第3,4节{第1-17周}",体育课
PED420,散打4,,体育项目,体育学院,徐艳艳,1.0,1-17,晨曦运动场东侧,"周五第6,7节{第1-17周}",体育课
PED420,散打4,,体育项目,体育学院,徐艳艳,1.0,1-17,晨曦运动场东侧,"周五第8,9节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周二第1,2节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周二第3,4节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,徐浩然,1.0,1-17,晨曦运动场南侧,"周二第1,2节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,徐浩然,1.0,1-17,晨曦运动场南侧,"周二第3,4节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,徐浩然,1.0,1-17,晨曦运动场南侧,"周三第1,2节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,徐浩然,1.0,1-17,晨曦运动场南侧,"周一第3,4节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,徐浩然,1.0,1-17,晨曦运动场南侧,"周一第6,7节{第1-17周}",体育课
PED219,体适能2,,体育项目,体育学院,徐浩然,1.0,1-17,晨曦运动场南侧,"周一第8,9节{第1-17周}",体育课
PED419,体适能4,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周三第6,7节{第1-17周}",体育课
PED419,体适能4,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周三第8,9节{第1-17周}",体育课
PED419,体适能4,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周五第1,2节{第1-17周}",体育课
PED419,体适能4,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周五第3,4节{第1-17周}",体育课
PED419,体适能4,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周五第6,7节{第1-17周}",体育课
PED419,体适能4,,体育项目,体育学院,纪小月,1.0,1-17,晨曦运动场西侧,"周五第8,9节{第1-17周}",体育课
PED207,体育舞蹈2,,体育项目,体育学院,董凡迪,1.0,1-17,体育馆二楼形体室3区,"周一第8,9节{第1-17周}",体育课
PED207,体育舞蹈2,,体育项目,体育学院,刘海尔,1.0,1-17,体育馆二楼形体室3区,"周一第3,4节{第1-17周}",体育课
PED207,体育舞蹈2,,体育项目,体育学院,刘海尔,1.0,1-17,体育馆二楼形体室3区,"周一第6,7节{第1-17周}",体育课
PED207,体育舞蹈2,,体育项目,体育学院,刘海尔,1.0,1-17,体育馆二楼形体室3区,"周一第8,9节{第1-17周}",体育课
PED407,体育舞蹈4,,体育项目,体育学院,董凡迪,1.0,1-17,体育馆二楼形体室3区,"周五第1,2节{第1-17周}",体育课
PED407,体育舞蹈4,,体育项目,体育学院,董凡迪,1.0,1-17,体育馆二楼形体室3区,"周五第3,4节{第1-17周}",体育课
PED407,体育舞蹈4,,体育项目,体育学院,董凡迪,1.0,1-17,体育馆二楼形体室3区,"周五第8,9节{第1-17周}",体育课
PED407,体育舞蹈4,,体育项目,体育学院,刘海尔,1.0,1-17,体育馆二楼形体室3区,"周五第1,2节{第1-17周}",体育课
PED407,体育舞蹈4,,体育项目,体育学院,刘海尔,1.0,1-17,体育馆二楼形体室3区,"周五第3,4节{第1-17周}",体育课
PED407,体育舞蹈4,,体育项目,体育学院,刘海尔,1.0,1-17,体育馆二楼形体室3区,"周五第6,7节{第1-17周}",体育课
PED407,体育舞蹈4,,体育项目,体育学院,刘海尔,1.0,1-17,体育馆二楼形体室3区,"周五第8,9节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,孔星宇,1.0,1-17,朝晖网球场1区,"周二第1,2节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,孔星宇,1.0,1-17,朝晖网球场1区,"周二第3,4节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,施泓宇,1.0,1-17,朝晖网球场2区,"周二第1,2节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,施泓宇,1.0,1-17,朝晖网球场2区,"周二第3,4节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,施泓宇,1.0,1-17,朝晖网球场2区,"周一第3,4节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,施泓宇,1.0,1-17,朝晖网球场2区,"周一第6,7节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,施泓宇,1.0,1-17,朝晖网球场2区,"周一第8,9节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,孙巨杉,1.0,1-17,朝晖网球场3区,"周三第1,2节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,魏晗丰,1.0,1-17,朝晖网球场3区,"周三第1,2节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,魏晗丰,1.0,1-17,朝晖网球场3区,"周一第6,7节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,魏晗丰,1.0,1-17,朝晖网球场3区,"周一第8,9节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,周婷婷,1.0,1-17,朝晖网球场4区,"周二第1,2节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,周婷婷,1.0,1-17,朝晖网球场4区,"周二第3,4节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,周婷婷,1.0,1-17,朝晖网球场4区,"周三第1,2节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,周婷婷,1.0,1-17,朝晖网球场4区,"周一第3,4节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,周婷婷,1.0,1-17,朝晖网球场4区,"周一第6,7节{第1-17周}",体育课
PED206,网球2,,体育项目,体育学院,周婷婷,1.0,1-17,朝晖网球场4区,"周一第8,9节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孔星宇,1.0,1-17,朝晖网球场1区,"周三第6,7节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孔星宇,1.0,1-17,朝晖网球场1区,"周五第1,2节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孔星宇,1.0,1-17,朝晖网球场1区,"周五第3,4节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孔星宇,1.0,1-17,朝晖网球场1区,"周五第6,7节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孔星宇,1.0,1-17,朝晖网球场1区,"周五第8,9节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,施泓宇,1.0,1-17,朝晖网球场2区,"周三第8,9节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孙巨杉,1.0,1-17,朝晖网球场3区,"周三第3,4节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孙巨杉,1.0,1-17,朝晖网球场3区,"周三第6,7节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,孙巨杉,1.0,1-17,朝晖网球场3区,"周三第8,9节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,魏晗丰,1.0,1-17,朝晖网球场3区,"周三第3,4节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,魏晗丰,1.0,1-17,朝晖网球场3区,"周三第6,7节{第1-17周}",体育课
PED406,网球4,,体育项目,体育学院,魏晗丰,1.0,1-17,朝晖网球场3区,"周三第8,9节{第1-17周}",体育课
PED211,武术2,,体育项目,体育学院,郭泽儒,1.0,1-17,晨曦运动场东侧,"周三第1,2节{第1-17周}",体育课
PED211,武术2,,体育项目,体育学院,郭泽儒,1.0,1-17,晨曦运动场东侧,"周一第3,4节{第1-17周}",体育课
PED211,武术2,,体育项目,体育学院,郭泽儒,1.0,1-17,晨曦运动场东侧,"周一第6,7节{第1-17周}",体育课
PED211,武术2,,体育项目,体育学院,郭泽儒,1.0,1-17,晨曦运动场东侧,"周一第8,9节{第1-17周}",体育课
PED211,武术2,,体育项目,体育学院,彭浩,1.0,1-17,体育馆二楼东侧平台,"周一第6,7节{第1-17周}",体育课
PED211,武术2,,体育项目,体育学院,彭浩,1.0,1-17,体育馆二楼东侧平台,"周一第8,9节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,郭泽儒,1.0,1-17,晨曦运动场东侧,"周三第3,4节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,郭泽儒,1.0,1-17,晨曦运动场东侧,"周三第6,7节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,郭泽儒,1.0,1-17,晨曦运动场东侧,"周三第8,9节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,李治,1.0,1-17,晨曦运动场南侧,"周五第3,4节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,彭浩,1.0,1-17,体育馆二楼东侧平台,"周五第1,2节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,彭浩,1.0,1-17,体育馆二楼东侧平台,"周五第3,4节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,彭浩,1.0,1-17,体育馆二楼东侧平台,"周五第6,7节{第1-17周}",体育课
PED411,武术4,,体育项目,体育学院,彭浩,1.0,1-17,体育馆二楼东侧平台,"周五第8,9节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,邓茜,1.0,1-17,体育馆二楼形体室2区,"周二第1,2节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,邓茜,1.0,1-17,体育馆二楼形体室2区,"周二第3,4节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,邓茜,1.0,1-17,体育馆二楼形体室2区,"周一第3,4节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,邓茜,1.0,1-17,体育馆二楼形体室2区,"周一第6,7节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,邓茜,1.0,1-17,体育馆二楼形体室2区,"周一第8,9节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,伍钰,1.0,1-17,体育馆二楼形体室3区,"周二第3,4节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,伍钰,1.0,1-17,体育馆二楼形体室3区,"周一第3,4节{第1-17周}",体育课
PED210,形体与礼仪2,,体育项目,体育学院,伍钰,1.0,1-17,体育馆二楼形体室3区,"周一第6,7节{第1-17周}",体育课
PED410,形体与礼仪4,,体育项目,体育学院,吴婧,1.0,1-17,体育馆二楼形体室1区,"周三第3,4节{第1-17周}",体育课
PED410,形体与礼仪4,,体育项目,体育学院,吴婧,1.0,1-17,体育馆二楼形体室1区,"周三第6,7节{第1-17周}",体育课
PED410,形体与礼仪4,,体育项目,体育学院,吴婧,1.0,1-17,体育馆二楼形体室1区,"周三第8,9节{第1-17周}",体育课
PED410,形体与礼仪4,,体育项目,体育学院,吴婧,1.0,1-17,体育馆二楼形体室1区,"周五第1,2节{第1-17周}",体育课
